%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
1546562443045537007,0,1546562443045098969,world,-0.00417051184922,0.0344366505742,0.0235964562744,0.0310030896217,0.0140803763643,-0.00441161869094,-0.999410390854
1546562443045584177,1,1546562443045145819,world,-0.00416907062754,0.0344387516379,0.0235844329,0.0310919415206,0.0139261633158,-0.00440775696188,-0.999409794807
1546562443045610770,2,1546562443045245568,world,-0.00416034460068,0.0344350934029,0.0235872231424,0.0312911048532,0.0139609221369,-0.00423086714,-0.999403953552
1546562443056120505,3,1546562443055715429,world,-0.00416757306084,0.0344350412488,0.0235784780234,0.0312342457473,0.0141048058867,-0.00438019866124,-0.999402999878
1546562443056266753,4,1546562443055758888,world,-0.00416816351935,0.0344298630953,0.0235774014145,0.0314214229584,0.0141074545681,-0.00435993960127,-0.999397158623
1546562443065417541,5,1546562443065034162,world,-0.00418394291773,0.0344297289848,0.023587288335,0.0313461050391,0.0133970696479,-0.00433911429718,-0.99940943718
1546562443075754307,6,1546562443075338031,world,-0.00418256502599,0.034423802048,0.023591818288,0.0312693938613,0.0132908271626,-0.00439336942509,-0.999413013458
1546562443075815110,8,1546562443075397938,world,-0.00415833247826,0.0344268791378,0.0235845521092,0.0311899073422,0.0142339542508,-0.00411936175078,-0.999403715134
1546562443086038399,9,1546562443085717103,world,-0.00415739277378,0.0344199277461,0.0235925409943,0.0310520809144,0.013854929246,-0.00411826558411,-0.999413251877
1546562443086068289,10,1546562443085765010,world,-0.00415339926258,0.0344236493111,0.0235776603222,0.0313182063401,0.0136916302145,-0.00412703445181,-0.999407172203
1546562443095460657,11,1546562443095084350,world,-0.00416077487171,0.0344209782779,0.0235785804689,0.0311993472278,0.0138263823465,-0.00417001219466,-0.999408841133
1546562443095600632,12,1546562443095125888,world,-0.004163577687,0.0344239883125,0.0235870145261,0.0312245637178,0.0136437173933,-0.0040813437663,-0.9994109869
1546562443105805328,13,1546562443105380251,world,-0.00416079489514,0.0344271622598,0.0235763546079,0.0312283225358,0.0143900411204,-0.00422336207703,-0.999399781227
1546562443105839793,14,1546562443105416380,world,-0.0041569606401,0.0344317816198,0.0235707759857,0.0313832648098,0.0151226501912,-0.00425840821117,-0.999384045601
1546562443116074539,15,1546562443115659414,world,-0.00415487913415,0.0344311669469,0.0235722903162,0.0313473902643,0.0150831183419,-0.00422854721546,-0.99938583374
1546562443116119789,16,1546562443115704985,world,-0.00415156455711,0.0344398915768,0.0235726758838,0.0312619842589,0.0147544713691,-0.00422786222771,-0.999393463135
1546562443125238800,17,1546562443124955778,world,-0.00414706440642,0.0344362482429,0.0235704723746,0.0314497947693,0.0147278849036,-0.0042481678538,-0.999387860298
1546562443135474121,18,1546562443135197115,world,-0.00414778292179,0.0344394631684,0.023580763489,0.0313951261342,0.0144570991397,-0.00425050873309,-0.999393463135
1546562443135530444,19,1546562443135227517,world,-0.00415888894349,0.0344324372709,0.0235797464848,0.0313556157053,0.0143032083288,-0.0043226275593,-0.999396681786
1546562443145689218,20,1546562443145466871,world,-0.00416115066037,0.0344267077744,0.0235783550888,0.0313277505338,0.014218644239,-0.00434976583347,-0.999398589134
1546562443145710819,22,1546562443145518649,world,-0.0041728336364,0.0344245806336,0.023578139022,0.0312045700848,0.0139571800828,-0.00439844513312,-0.99940598011
1546562443156027968,23,1546562443155750803,world,-0.00418173149228,0.0344206616282,0.0235978830606,0.0312094651163,0.0133254015818,-0.0043428670615,-0.999414682388
1546562443156128741,24,1546562443155776788,world,-0.00417333608493,0.034425009042,0.0235996972769,0.0311661809683,0.0137716066092,-0.00430607004091,-0.999410152435
1546562443165198597,25,1546562443165005948,world,-0.00417122105137,0.0344296321273,0.0236031077802,0.0311303250492,0.0138312038034,-0.0043404372409,-0.999410271645
1546562443175490082,26,1546562443175223989,world,-0.00416967226192,0.0344367846847,0.0236010421067,0.031080968678,0.0138559220359,-0.00430157221854,-0.999411582947
1546562443175553541,27,1546562443175256374,world,-0.00416985107586,0.034435980022,0.0235990136862,0.0310818944126,0.0140098566189,-0.00428017321974,-0.999409556389
1546562443175634761,28,1546562443175344346,world,-0.00416386500001,0.0344366021454,0.0235957168043,0.0310689006001,0.0142638590187,-0.00426381500438,-0.999406456947
1546562443185732924,29,1546562443185569012,world,-0.00416138023138,0.0344328433275,0.0235956143588,0.0311688389629,0.014031784609,-0.00426814705133,-0.999406576157
1546562443185898372,30,1546562443185636791,world,-0.00416579842567,0.034441716969,0.023588500917,0.031266219914,0.0140286069363,-0.00427656620741,-0.999403476715
1546562443194933730,31,1546562443194799931,world,-0.00416470458731,0.0344354808331,0.0235785339028,0.0313034690917,0.0143703939393,-0.00425676535815,-0.99939763546
1546562443205216350,32,1546562443204974770,world,-0.00416271900758,0.0344432964921,0.0235814545304,0.0312088914216,0.0143994502723,-0.00426201056689,-0.999400138855
1546562443205296386,34,1546562443205019636,world,-0.00415882561356,0.0344315990806,0.0235858224332,0.0310135409236,0.0153298564255,-0.00422612437978,-0.99939250946
1546562443215458872,35,1546562443215215116,world,-0.00416155345738,0.0344393737614,0.0235808193684,0.0311429891735,0.0151757625863,-0.00427157105878,-0.999390602112
1546562443225627438,36,1546562443225420836,world,-0.00416123587638,0.0344370156527,0.0235847029835,0.0311216190457,0.0148145919666,-0.00431813532487,-0.999396562576
